,id,title,detail,condition,is_completed,price,location,source,model,model_type,log_price
10,00e3deac-932c-4239-98cc-76ad8e85f1e0,스토케 유모차,스토케 유모차 판매합니다 유모차 앞뒤로 수납가방 있는데 뒷부분 가방은 자크가 고장나서 펀칭기로 달아두었어요(사용에는 문제가 없어요) 추가로 방풍커버 같이 드려요 사용은 안하고 보관만했어요 사진에서 보시는 것처럼 사용감은 있으나 상태 괜찮아요! 아이가 커서 더 이상 사용하지 않게 되어 내놓습니다 문고리거래로만 진행할게요 환불불가,사용감 적음,True,40000.0,서울특별시,daangn,,,10.59665973278358
11,01060c76-eba6-49ab-9baf-73608f7b083a,스토케 크루시 유모차 팝니다,스토케 크루시 유모차 이구요 당근해서 사용했던거라 사용감 있습니다 마지막 사진은 커버를 올려 놓은겁니다 그냥 편하게 막 쓰실분 연락주세요,사용감 많음,True,50000.0,경기도,daangn,crusi,,10.819798284210286
12,01285283-35be-4ff0-896b-a2557688c1f3,스토케 익스플로리 (커버+양산+패드),스토케 익스폴리리 v4 모델입니다 유모차 + 방풍커버 + 방수커버 (미사용) + 신생아 패드 + 양산 구성입니다 양산은 꽂는 부분이 살짝 부서졌는데 사용에는 문제없습니다 (잘 사용 안하게되더라고요) 사용에 문제없이 잘 쓰다가 이제 아이가 커서 판매하네요 좋은 기운 받아서 잘 쓰셨으면 좋겠습니다 :),새 상품,True,100000.0,,daangn,explori,,11.51293546492023
13,0142912f-9f2d-41d8-ad36-4b84d8b8bd61,스토케 시블링보드,스토케 시블링보드 판매해요~! 유모차에 연결해서 아이가 편하게 탈 수 있어요 스토케 유모차에 간편하게 장착 가능해요. 외부에서 쓰는거라 얼마 안썼지만 사용감은 보여요 사용감은 조금 있지만 기능에는 이상 없습니다. 직거래 상일동 고덕리엔파크 3단지 입니다. 개인간의 거래로 교환 및 환불 안돼요.,사용감 많음,True,50000.0,서울특별시,daangn,,,10.819798284210286
14,017b89bd-0955-431d-ba06-7f755e81a8f5,스토케 스쿠트 유모차,2년정도 사용했고 유모차 두개 번갈아 사용해서 깨끗한 편입니다. 앞뒤보가 가능하고 사진에 있는 모든 악세사리 포함 가격입니다. 우산은 펴보기만 했습니다. 보라색 풋머프는 세트 아니지만 필요하시면 같이 드릴께요 문앞 비대면 거래 선호합니다.,사용감 적음,True,95000.0,부산광역시,daangn,scoot,,11.461642696843066
15,01954709-3f4f-40cd-846c-703511d96773,스토케 디럭스 유모차 v5,썸머키트 겨울키트 방풍커버 방수커버 모기장 잇습니다 사진속에는 방한커버에다가 방풍커버 씌운겁니다 썸머키트는 사진속처럼 우산도잇습니다^^ 아기어릴때라 머리 흔들림때문에 디럭스사서 지금까지 잘썻습니다 인제는애가커서 내놔요^^ 관리잘된상태라 세탁한번하시면 쎄거처럼 쓸수잇어요,,True,200000.0,인천광역시,daangn,,디럭스,12.206077645517674
16,01ad7097-083a-4b15-a6e4-76534a7a4aff,스토케 크루시,"태어나고 얼마안쓰는 디럭스 유모차입니다 스토케 중에서도 장바구니가 넓어 사용하기 제일 좋아요 신생아패드, 방풍커버, 레인커버 포함입니다 입금주시면 상세주소 알려드릴게요 문고리거래 원해요",,True,40000.0,인천광역시,daangn,crusi,디럭스,10.59665973278358
17,01bc1238-4e86-42dd-8c1e-e58758988ce6,스토케 디럭스유모차,"스토케 디럭스 유모차 내놓습니다. 디럭스는 잠깐 사용해서 새제품보다는 중고로 구매하심이 더 좋을거에요! 스토케 사용감은 있지만 정말 튼튼하고 안정감이 있어서 너무 좋습니다.. 사면 후회는 안하실거에요. 구성품은 아래와 같습니다. 2. 방한커버 3. 레인커버 * 유모차 이너시트(신생아) 사계절용(앞뒤사용가능/면,메쉬) 추가로 구매하셔야합니다.(미포함) 첫번째/두번째사진 참고 -> 5000원에 따로 판매하고있습니다 중고제품이니 구매하신후 반품 불가하니 신중하게 구매해주세요!",새 상품,True,60000.0,세종특별자치시,daangn,,디럭스,11.002116507732016
18,01c92ed5-2eb3-443f-a038-60a53cb925ab,스토케 v6 유모차,"스토케v6 재당근 합니다 구성품 정품 파라솔, 컵홀더, 모기장, 윈터키트, 스넥트레이 사제 방풍커버 방한커버 바퀴커버 모두 드립니다. 쿨거래시 네고가능 대전 및 세종에서 거래가능합니다",사용감 많음,True,300000.0,세종특별자치시,daangn,,,12.611541086966117
19,01d0be13-cf0c-4fe6-a898-573b0b2ece78,스토케 크루시 디럭스 유모차 (+썸머키트 포함),"가족한테 디럭스 유모차 물려받아서 2개월 전쯤 유모차 전문 세탁 업체에 맡겨 세탁했으나 차가 작아 잘 안 들어가서 몇 번 사용 못했습니다. 스토케 디럭스는 안정적으로 아기 태우기 넘 좋아요 - 방풍커버 - 썸머키트(우산, 모기장, 레인커버 등 포함) - 카이저(정품) 양털 풋머프+방한장갑 오셔서 가져가셔야 합니다.",사용감 적음,True,140000.0,서울특별시,daangn,crusi,디럭스,11.849404844423074
20,01df834f-9b40-4779-84cf-5f692c88a51e,스토케 익스플로리 유모차,"LG 트롬 세탁기 DD인버터 17/9kg100,000원성내제2동·19시간 전",,True,50000.0,서울특별시,daangn,explori,,10.819798284210286
21,01ef01ab-1ff4-4226-8e5b-9f93c95a6ecf,스토케 디럭스 유모차 재당근 (방풍시트 포함),"스토케 당근 했는데 지인에게 다른 유모차를 받아서 재당근 해요! 받을 줄 모르고 시트랑 방풍 커버도 세탁 마쳐 놓은 상태라, 컨디션 좋습니다. 방풍커버는 마지막 사진 참고해주세요! (모자에 있는 오염은 받았을 때부터 있었어요. 전 분이 사진에 포함을 안해서 내놓으셨더라구요ㅠㅠ 지워지지 않는 오염이라 아직 있는데, 세탁은 마친 상태입니다.) 년식이 있어서 핸들링이 새 상품만큼 부드럽진 않은 점 생각해주세요. 와서 확인 후 입금하셔도 괜찮습니다. (쿨거래 시 만원 내려드려요!) 다만, 입금 후 환불은 어렵습니다. 예미지에서 비대면 거래 희망합니다.",새 상품,True,60000.0,,daangn,,디럭스,11.002116507732016
22,01f1d380-e300-4f64-a412-5ce06819c2e3,스토케 디럭스 유모차 판매합니다.,"이사가면서 스토케 디럭스 유모차 판매합니다. 발걸이, 양산, 썸머키트(거의새제품), 스타일키트(거의새제품) 포함 사용안한지 좀되서 세탁은 한번하시고 사용하시는걸 추천드립니다.",새 상품,True,80000.0,대구광역시,daangn,,디럭스,11.289794413577894
23,0223833d-b27b-444d-b618-1f37a93eea45,스토케유모차,재당근해요~ 시트도 여름꺼있고 기본시트있구요 신생아 패드시트까지 있어요 컵홀더등등 사진에서 보이는거 그대로에요~모기장은 암만찾아도 나오지 안네요 ... 바퀴커버있고요~ 설명서도 찾아도 신기하게 봣는데 찾으면 안나오는^^;;그런거요 당근할때 하나하나 설명해주셨는데 저는 분해해서 이동해 보지안고 집에서만 태우다가 코로나 좀 줄고 그때부터 그냥동네에서 탄거라 설명할수가없네요~장바구니도 뜯긴데없이 튼튼해요 그래도 재당근 감안해주시구요 저도 당근으로 받자마자 유모차업체에 세탁맏겨서 쓴거라 나름깨끗하게 사용했어요~ 처음쓰실때 세탁업체 꼭 맏기세요,사용감 적음,True,100000.0,서울특별시,daangn,,,11.51293546492023
24,0232be5e-6409-4448-9e78-8761cddc4741,스토케 익스플로리 v6 유모차,"집에 부가부 드래곤플라이, 해밀턴 x1 있는데 비교하면 확실히 안정감 있는 디럭스 유모차입니다 파란색 계열이라 예쁘구요 (정말 예뻐요!) 사용감은 있습니다만 눈에 크게 거슬릴 만한 문제는 없는 것 같습니다.. 핸들 쪽 실밥이 살짝 까진 것 같아 사진 첨부합니다 방풍 커버 같이 드립니다 (뭐가 있는 지 기억이 안나서.. 아무튼 있는 커버 다 같이 드립니다) 보고 구매하셔도 괜찮습니다",사용감 많음,True,330000.0,서울특별시,daangn,explori,디럭스,12.706850963741102
25,02560022-7de4-48f5-849f-4b585981e58e,스토케 유모차 트레일즈,"스토케랑 휴대용 줄즈랑 번갈아가며 잘 쓰다가 이제 아이가 좀 크게 되어서 판매합니다. 앞보기 뒤보기 가능하고 오프로드휠이라 본체랑 신생아패드, 모기장, 방풍커버, 컵홀더는 같이 드릴께요! 바퀴에 사용감이 좀 있어서 저렴하게 내놓습니다.",사용감 많음,True,70000.0,,daangn,trailz,,11.156264806643742
26,025640c0-3b98-4a96-95b1-958462556298,스토케 트레일즈(오프로드 휠),20년형 스토케 유모차 판매합니다. 트레일즈의 장점은 튼튼하고 유모차 아래 바구니가 넉넉해서 왠만만 짐은 다 싣고 다닐 수 있다는 것 입니다. 상태는 사용감은 있지만 깨끗한 편이고 손잡이 가죽 뜯김은 없고 스크래치 부분은 사진에 올렸으니 참고해주세요. - 구성품 유모차 본품 / 방한풋워머 본품 방한커버 / 라이너 본품 아님 중고인점 감안하여 환불 불가입니다.,사용감 적음,True,150000.0,서울특별시,daangn,trailz,,11.918397239722838
27,025a29c8-5e4d-445a-b182-6f1d3036fa9d,스토케 유모차 오렌지색,스토케 유모차 오렌지색 판매합니다. 상태는 사진 참고해주세요 깨끗하게 사용했습니다. - 색상: 오렌지,사용감 적음,True,50000.0,제주특별자치도,daangn,,,10.819798284210286
28,02714ad4-ba06-45ce-befa-8aedf6290d8c,스토케 디럭스 유모차,"스토케 디럭스 유모차 판매합니다 - 풋레스트 조절 가능 - 넉넉한 수납 공간 - 충격 흡수 서스펜션 - 간편한 폴딩 방풍커버는 앞쪽 기스는 있지만 후크안늘어나고, 지퍼이상없구요 유모차는 전체적으로 깨끗하지만 사용감은 있습니다!! 휴대용 넘어가기 전까지 사용하시다 재당근하셔도 제값 받으실거에요! 디럭스는 커서 차량에 싣고 다니기 힘들어서, 집앞 마실가거나 마트갈때 잘 사용했어요! 원래 친정에 두려했는데 친정에도 디럭스 유모차가 있어서 판매합니다! (하지만 분리가 다 되어서 suv에는 잘 실립니다! 저희 집 차는 ㅜ 소형세단이라 판매해요 ㅠㅠ) 지인에게 상태좋은 것 30만원주고 구매후 잘사용하다가 저희아파트는 복도에 유모차를 둘수 없어서 실내에만 두다보니 공간이 좁아 판매합니다. 문고리 거래 원합니다!",사용감 적음,True,98000.0,경기도,daangn,,디럭스,11.49273296168228
29,028855bf-adc6-4a20-ab92-079ff123d596,"스토케v5 블랙,실버 프레임 유모차","스토케 유모차 정품입니다.^^ 스토케유모차는 신생아때부터 아기가 유모차에 큰 거부감 없이 앉아서 안정감있고 편안하게 잘타주어서 정말 유용하게 잘 썼습니다. 저희는 지금 아기가 돌이 되다보니 좀더 가볍고 포터블한 유모차를 찾게되어 스토케를 내놓게되었어요. 사실 돌지나서도 충분히 쓸수있는거라 아쉽기는 하지만 짐이 자꾸만 늘어나서 하나를 선택하게 되었네요ㅠㅠ 함께있는 구성품은 아래와 같습니다. 모기장 파라솔 레인&방풍 투명커버 일반 레인&방풍 커버 쿠션감있는 시트 더 좋은곳에 쓰일수있으면 좋겠네요^^ 단, 아기가 있어서 멀리 나가기가 어렵습니다. 저희집으로 픽업을 해주실수 있으신 분이면 감사하겠습니다ㅎㅎ",,True,200000.0,서울특별시,daangn,,,12.206077645517674
30,0296b5e0-2d90-46a0-a3b4-fa4a0f114b1b,스토케 익스플로리 V3,"스토케 익스플로리V3 판매해요! 디럭스 유모차 중 핸들링 좋기로 소문난 스토케구 아무래도 사용 기간이 길지 않다보니 당근으로 저렴하게 구매하셔서 쓰시는게 나을 것 같아요 :) 유모차에 아기가 잡는 부분 커버가 없어서 제가 직구로 따로 구매까지 해서 구성품은 빠지는거 없이 있습니다! 레인커버, 바퀴보관비닐?하고 우산까지 다 있어요~ 깨끗하게 사용했고 직접 분해해서 세탁은 했는데 위생 상 걱정되면 한번 더 세탁하심 됩니다 ㅎㅎ 중고 특성 상 교환이나 환불은 불가합니다! 그럼 연락주세요!",사용감 적음,True,50000.0,대구광역시,daangn,explori,디럭스,10.819798284210286
31,02e7cd0c-0be5-4c88-98bc-a6a0224401ac,스토케 스쿠트유모차 판매합니다.,"새상품 무선 고압 세척기 세차건 세차용품20,000원쌍암동·1일 전",새 상품,True,70000.0,광주광역시,daangn,scoot,,11.156264806643742
32,0322beaa-b412-4e3f-b59d-39d9c898be8c,스토케 익스플로리 디럭스 유모차 v4 블랙멜란지 판매합니다,"스토케 익스플로리 디럭스 v4 유모차 재당근합니다. 컵홀더, 가방걸이, 가방 포함되어 있습니다. 상세사진에 나온 것과 같은 생활기스(손잡이, 폴딩버튼 부근 등)가 있지만 전반적인 상태는 매우 양호합니다. 집에서 아기 재우는 용도로 사용하려고 구매해서 바퀴 등 깨끗합니다. 명지국제 에일린의뜰 아파트에서 거래 희망합니다.",사용감 적음,True,60000.0,부산광역시,daangn,explori,디럭스,11.002116507732016
33,0368442a-624a-4f1c-9cb3-0151c56719f0,스토케 V4 디럭스 유모차,"스토케 V4 디럭스 유모차 유모차 본체 외에 부속품 포함입니다. -방한커버(마니또) -모기장(정품) -레인커버(정품) -컵홀더(정품) -핸들커버 -가방걸이 기본 사용감 있으나 여러대(휴대용,트라이크) 번갈아 가면서 태워서 깨끗한 편입니다! 상일동역 아파트 문 앞 거래 희망합니다:)",사용감 적음,True,83000.0,서울특별시,daangn,,디럭스,11.326607934898927
34,037dfcec-dc1a-41e5-8527-b2f18d26a469,스토케 익스플로리 V6(구성품 다수 포함),"19년 가을에 샀던 스토케 디럭스 유모차입니다. 아가랑 동네 산책다닐 때 정말 안정감있더라고요. 핸들링 감이 좋아서 엄마 손목에 무리가 안 갑니다. 베이비 시트가 없어져서 아주 저렴히 내놓습니다. 쿠*에서 스토케 베이비 시트 검색하시면 예쁜거 많이 나와요. 저는 아이가 너무 더워해서 빼놓고 쿨시트 끼고 다녔더니 원 구성품이 어딨는지 모르겠네요 ㅜ ㅜ 쿨시트까지 드릴게요. 가방과 모기장, 선셰이드, 레인커버, 컵홀더도 포함하여 드립니다. 산책용으로 썼던만큼 사용감이 있습니다. 예민한 분은 사절할게요. 집 앞까지 오셔서 가지고 가실 분이면 좋겠어요. 강일동 강일고등학교 근처입니다. 환불은 되지 않습니다.",사용감 많음,True,150000.0,서울특별시,daangn,explori,디럭스,11.918397239722838
35,03a109bf-62f2-4848-af53-6981d0fddcba,스토케 v3 디럭스 유모차,"스토케 v3 재당근합니다. 컵홀더, 시트 등도 함께 드려요. 방풍커버, 모기장, 바퀴보호대 등등.. 어딘가 있을텐데 부속품도 찾아서 같이 드릴게요^^ 선입금 비대면거래 원합니다. 해밀마을 2단지입니다. 마지막 사진 3장은 24.6.6일 오늘 기준 촬영했습니다. 아이들이 있어 답장이 늦을 수 있습니다. 양해 부탁드려요",사용감 많음,True,50000.0,세종특별자치시,daangn,,디럭스,10.819798284210286
36,03bc7869-3847-4af6-a759-c905c0845485,스토케 디럭스 유모차,"오래된 스토케디럭스유모차입니다 지인에게 중고로 받고나서 아기 신생아때 1,2회 사용후 거의 안고 다니다가 내놓습니다 갖고있는 구성품 사진으로 찍어놨어요 유모차 사용을거의안해서 솔직히 구성품이 어디에쓰이는건지는 잘모르겠지만 방풍커버는 유용했어요 손잡이핸드부분과 군데군데 상처가 난부분이있는데 제일크게난 부분들 사진찍어놨으니 참고해주세요 물건은 가지러와주세요",사용감 많음,True,100000.0,제주특별자치도,daangn,,디럭스,11.51293546492023
37,03ea8a6a-2d81-4b44-9ea2-773b2629c429,스토케 유모차 팔아요,"스토케 유모차 판매합니다 잘 쓰고 이제 아이들이 커서 내놓아요 - 높이 조절이 가능해서 엄마, 아빠 키에 맞춰 사용 가능해요 - 양대면 기능으로 아이와 마주보며 외출 가능 - 풋레스트 조절 가능 - 넓은 장바구니가 있어서 짐 보관이 용이해요",,True,80000.0,,daangn,,,11.289794413577894
38,03ee7524-c317-499c-9386-3672e2df1988,스토케 유모차 드림,팔아도되는데 제가 이런거 귀찮아해서 ㅜ 새거 사서 1-2년 쓰다가 둘째 생길까봐 2년 놔뒀는데 둘째 계획 없어져서 처분하려합니다 그냥 버리려다가 드림하려고 내놓습니다 이사해서 집 장소 차지하는거 싫어서 압구정 현대 5차 71동 앞 분리수거장에 놔둘건데 필요한 사람 갖고가세요,,True,100000.0,서울특별시,daangn,,,11.51293546492023
39,03f97225-6cd5-4e40-a735-08dff0d3f130,스토케 디럭스 유모차,"iPad Pro 5세대 12.9 + Apple Pencil 2세대700,000원둔산동·2일 전",,True,50000.0,대전광역시,daangn,,디럭스,10.819798284210286
40,0429a7bb-619c-41b2-ad38-17217ab2eb64,스토케 디럭스 유모차 네이비,방풍커버 있는데 원하시면 같이 드릴게요 일반적인 사용감있고 문제나 큰 하자는 없습니다 사용시기 적어요 복수 자이아파트 실물보고 입금하셔도됩니다,사용감 많음,True,70000.0,,daangn,,디럭스,11.156264806643742
41,046d44fc-66d3-47d6-ada0-374b12ea0c1c,스토케 스쿠트 캐리콧 삽니다,"8/16 2매 롯데 자이언츠 야구 사직 중앙상단석40,000원장전제1동·5일 전",,True,50000.0,부산광역시,daangn,scoot,,10.819798284210286
42,0478c389-3957-4db0-a133-322e77dda0b7,"Y-UP(와이업) 올뉴지니 2.0 휴대용 유모차, 추석 전까지만 판매","와이업 올뉴지니 2.0 유모차 소프트 블랙 색상 입니다. 20년 6월 구매했습니다. 큰 오염 또는 망가진 부분 없고 상태 나쁘지 않습니다. 기내 반입 가능한 휴대용 사이즈 입니다. 앞바퀴 파손 이슈가 있어서 리콜로 새바퀴 받아놓고 미사용 상태로 보관 했습니다. (기존 바퀴 설치 되어있음) 구성품은 유모차 본체, 전용 식판, 컵홀더, 방풍커버, 유모차 고리 2ea, 맘네스트 유모차 정리함, 쿨시트 입니다. 쿨거래시 사진에 있는 핸드머프(스토케에 사용하던 멜란지 색상) 드리겠습니다. 아무래도 중고이니 사용감은 있습니다. 민감하신 분은 구매를 고려 해주세요. 마지막 가격 조정 합니다. 추석 전까지 안팔리면 지인에게 선물하겠습니다.",새 상품,True,85000.0,울산광역시,daangn,,,11.350418300109132
43,04ccac51-f4ba-406e-89f3-5b7dd427c5c4,스토케 v5 유모차,디럭스보다는 휴대용 유모차를 주로 사용해서 깨끗한편입니다. 생활기스 약간 있습니다. 가방 2개와 레인커버 모기장은 아예 사용을 안해서 새것입니다. 직거래 원합니다.,사용감 적음,True,200000.0,경기도,daangn,,디럭스,12.206077645517674
44,04e72e6d-b2db-4084-a6e2-7caeb87b8b21,스토케 유모차 한정판,에슬레저시리즈중 한정판 v5 마리나 블루컬러입니다 4계절사용가능 특히 여름에 더운소재가 아니라 신생아부터 잘 이용 했어요 닿아서 자외선차단에 효과적이에요 세탁까지완료됬구요 깨끗하게 아껴가며 썻어요ㅋ 바디도 블랙이라 사진이 실물 못따라갑니다ㅋ 기본악세사리 있어요 모기장 레인커버 신생아패드는 장착되있고 컵홀더 동네 마실 마트 산책 등등 진짜 핸들링이 좋아서 후회안하실꺼에용 편하게연락주세용,사용감 적음,True,180000.0,광주광역시,daangn,,,12.100717685412471
45,053f562f-2de2-4026-a72f-9de4e4ca5556,스토케 유모차 시트 스타일 키트,스토케 유모차 시트 스타일 키트입니다 2번 사용 후 상자에 그대로 보관 중이에요,,True,50000.0,,daangn,,,10.819798284210286
46,0542d249-0605-4942-90ad-94f4ee202432,스토케 유모차 V3,스토케 오래된 모델입니다. 방풍커버 포함인데 방풍커버 사용감 많고 오래됐어요. 유모차 또한 물려받은거라 오래되서 사용감 많아요. 이제 디럭스 졸업하려해서 나눔 합니다. 유튜브 찾아보시면 분리하는 방법 조립하는 방법 다 나와서 다 분리해서 세탁하셔서 사용하시는거 추천 드립니다. 짐이 되서 바로 가져가실분한테 드릴께요.,사용감 많음,True,100000.0,경기도,daangn,,디럭스,11.51293546492023
47,0549dde6-2595-40b8-9c46-a1ee9b6e8c46,스토케 디럭스 유모차,신생아부터 쓸 수 있는 디럭스 유모차입니다. 15kg까지 태울 수 있다고 들었고요. 지인이 구입한 걸 물려받아서 썼어요. 튼튼하고 핸들링이 잘 돼서 저희 아기 많이 태우고 다녔고 사용 흔적 많습니다. 겨울에 쓰는 풋 워머와 유모차 가방 같이 드릴게요. 레인커버는 정품 아닙니다. 풍산동 문고리 거래 희망합니다.,사용감 많음,True,50000.0,경기도,daangn,,디럭스,10.819798284210286
48,0549fb01-a3f3-4c00-b14a-9a19c0081378,유모차 Stokke,"아이폰 15 Pro 티타늄 실버 256G920,000원다사읍·14시간 전",,True,35000.0,,daangn,,,10.463131911491969
49,0557feb6-7c78-4d28-b37a-353ad7a9b07d,스토케 익스플로리 v5 디럭스 유모차(썸머키트 포함),스토케 익스플로리 v5 디럭스 유모차입니다 정품컵홀더 정품모기장 호환 방풍커버 정품 썸머키트 커버 같이 드립니다 모기장에 작은 구멍이 약간 있습니다 향동동 두산위브더퍼스트 주차장에서 직거래 원합니다,,True,220000.0,경기도,daangn,explori,디럭스,12.301387370778713
50,055f7f3c-1fc2-4012-bc46-8111e61129f2,스토케유모차,스토케 유모차 잘쓰고 보관 중이던 제품으로 악세서리 등 모두 드립니다. 사용감 있으나 매우 튼튼하고 쓸만합니다^^ 이사로 처분 중입니다.,사용감 많음,True,50000.0,서울특별시,daangn,,,10.819798284210286
51,0567c147-380d-4fa0-9208-7457a5004f9d,스토케 유모차 저렴하게 쓰실분,"AGE-R 에이지알 부스터 프로+ 메디큐브 연어앰플 핑크 펩타이드 세럼150,000원동산동·3일 전",,True,40000.0,경기도,daangn,,,10.59665973278358
52,0578c87c-e9a5-4b2d-8404-34a153632feb,스토케스쿠트,"스토케 스쿠트유모차올려요~ 당근에서 깨끗하고 상태최상이였던거사서 잘쓰고 다른유모차로 넘어가서올립니당!! 8/6일날 당근으로구매해서 지금까지 깨끗히 잘썼습니다 핸들링도좋구요 튼튼하고 안정감있구좋아요~~ 구성품:햇빛가리개,레인커버,방한커버,컵홀더,발판 (발판은 원래없었는데 따로사서 썼습니당) 앞보기,뒤보기 다가능 손잡이각도조절가능 눕히기도 3단으로 가능합니다~~ 중고거래 특성상 환불안됩니당 중고상품이니 예민하신분은 패스해주세요 육아중이라 직접와주셔야합니다",사용감 적음,True,50000.0,울산광역시,daangn,scoot,,10.819798284210286
53,05e27d7c-52eb-4dcb-a067-4c852cc999ea,스토케 디럭스 유모차 판매,"스토케 디럭스 유모차 입니다. 실내에서 주로 사용하였습니다. 엘베 없는 3층이라 남성분들이 오셔야할거같고. 출근 전, 또는 퇴근 후에 오시면 제가 같이 내려드립니다. 6번째 사진 보시면 핸들쪽에 기스나있습니다. 7번째 사진보시면 방풍커버와, 모기장 그외 유모차 바구니 있습니다. 그 외 구성품은 우산 과 컵홀더는 사진 보시면 있습니다. 중고제품이기에 환불은 어렵습니다. 이점 참고해주세요.",사용감 많음,True,40000.0,경기도,daangn,,디럭스,10.59665973278358
54,05fe0d97-0124-4639-af40-26a525a0b848,스토케 유모차(V3 디럭스-세탁완료),"유모차 업체세탁 후 포장되어 있습니다. 전반적으로 생활기스는 있으나 사용하는데는 무리 없고 핸들링 이상없이 잘 됩니다. 보조가방, 컵받침, 방풍커버 포함입니다.",사용감 많음,True,50000.0,부산광역시,daangn,,디럭스,10.819798284210286
55,06187cac-f395-49e7-a7ed-7457356a954f,스토케 익스플로리 v6 유모차,스토케 유모차 판매합니다 아이 태우고 잠깐씩 사용했어요 여름용 쿨냉시트와 내부선풍기까지 모두 드립니다. - 인체공학적 디자인으로 편안함 - 다양한 액세서리 호환 스토케 유모차 판매합니다 사진 참고해주세요~ 먼지만 제거하면 거의 새거입니다. 구매당시 180만원 주고 구매하였습니다.,사용감 적음,True,200000.0,,daangn,explori,,12.206077645517674
