keyword,is_completed,uploaded_date,link,location,id,title,detail,condition,price,images_url,model,model_type,full_location
유모차 스토케,False,2025-07-21 11:43:48.101855,https://m.bunjang.co.kr/products/345026313?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,치평동,9b2ddb50-cab9-4a37-b287-0b69b41c1fb1,스토케 디럭스 유모차 윈터키트,스토케 디럭스 유모차 윈터키트2023년 7월 구매한아이 겨울한철 사용했습니다 상태좋고 세탁해서 사용하시면 되요브러쉬도 있습니다브론즈 브라운 색상으로 컬러 고급지고 예뻐요스토케 디럭스 유모차 최신버전  익스플로리 엑스 에는 안맞아요  구 버전에 맞는 윈터키트 입니다,사용감 적음,155000.0,"['https://media.bunjang.co.kr/product/345026313_1_1752546559_w480.jpg', 'https://media.bunjang.co.kr/product/345026313_2_1752546559_w480.jpg', 'https://media.bunjang.co.kr/product/345026313_3_1752546559_w480.jpg', 'https://media.bunjang.co.kr/product/345026313_4_1752546559_w480.jpg', 'https://media.bunjang.co.kr/product/345026313_5_1752546559_w480.jpg', 'https://media.bunjang.co.kr/product/345026313_6_1752546559_w480.jpg', 'https://media.bunjang.co.kr/product/345026313_7_1752546559_w480.jpg', 'https://media.bunjang.co.kr/product/345026313_8_1752546559_w480.jpg', 'https://media.bunjang.co.kr/product/345026313_9_1752546559_w480.jpg', 'https://media.bunjang.co.kr/product/345026313_10_1752546559_w480.jpg']",explori,디럭스,광주광역시 서구 치평동
유모차 스토케,False,2025-07-21 11:43:48.223013,https://m.bunjang.co.kr/products/343578166?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,잠실2동,36d504f4-603f-4310-a877-9ba6d36ce63e,스토케 유모차 세트,롯데백화점 구입했고 아이 혼자 사용했습니다 지인주려고 보관만했다가  내놓습니다 구입시의 패키지 다 있고  시간이지나서 필요없지만  보증서 등 모든 서류 설명서도 다 보관해놨습니다 바람막이 비닐도 가방도 보시는대로 다 있습니다 빨간색 천 부분은 저는 따로 세탁안해서 세탁하셔서 쓰시면 완전 새거일겁니다  세탁 하셔야해요 조립해보니 고장난부분 없습니다 손잡이 가쪽에 보시는대로고 군데군데 사용감 없지 않으니 완전 새거 원하시는 분들은 피해주시길  부피와 무게 때문에 직거래만 가능합니다 ,사용감 적음,30000.0,"['https://media.bunjang.co.kr/product/343578166_1_1752040969_w480.jpg', 'https://media.bunjang.co.kr/product/343578166_2_1752040969_w480.jpg', 'https://media.bunjang.co.kr/product/343578166_3_1752040969_w480.jpg', 'https://media.bunjang.co.kr/product/343578166_4_1752040969_w480.jpg', 'https://media.bunjang.co.kr/product/343578166_5_1752040969_w480.jpg']",,,서울특별시 송파구 잠실2동
유모차 스토케,False,2025-07-21 11:43:48.315284,https://m.bunjang.co.kr/products/344820247?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,용암1동,beadc81b-ce9a-4c92-9111-d5bd28f5ba2b,스토케 익스플로리 V6 유모차,스토케 익스플로리 V6 유모차 판매합니다아이 3개월정도만 탑승 후 판매합니다   신생아 시절부터 탑승 가능해요  신생아 이너시트 이너시트  컵홀더  유모차 걸이  스토케 바퀴 커버 같이 드릴께요     관심있으신분은 연락 주세요  중고거래 특성상 교환 환불 안됩니다  유모차는 택배가 어려워 직거래였으면 좋겠습니다    ,사용감 적음,350000.0,"['https://media.bunjang.co.kr/product/344820247_1_1752447369_w480.jpg', 'https://media.bunjang.co.kr/product/344820247_2_1752447369_w480.jpg', 'https://media.bunjang.co.kr/product/344820247_3_1752447369_w480.jpg', 'https://media.bunjang.co.kr/product/344820247_4_1752447369_w480.jpg']",explori,,충청북도 청주시 상당구 용암1동
유모차 스토케,False,2025-06-21 11:43:48.747294,https://m.bunjang.co.kr/products/303975032?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,혜화동,b208e80a-1215-4926-b99c-e558d97114a1, 직거래만  스토케 STOKKE  유모차,사진에 보이는 구성 유모차 단품입니다 편하게 쓰실 분께 권하며 기타 구성품은 별도 구매하여 사용하시면 됩니다  거래방법 혜화초등학교 근처에서 직거래만 가능합니다 거래할 주소 보내드리겠습니다 ,사용감 적음,50000.0,"['https://media.bunjang.co.kr/product/303975032_1_1735547513_w480.jpg', 'https://media.bunjang.co.kr/product/303975032_2_1735547513_w480.jpg', 'https://media.bunjang.co.kr/product/303975032_3_1735547513_w480.jpg', 'https://media.bunjang.co.kr/product/303975032_4_1735547513_w480.jpg', 'https://media.bunjang.co.kr/product/303975032_5_1735547513_w480.jpg', 'https://media.bunjang.co.kr/product/303975032_6_1735547513_w480.jpg', 'https://media.bunjang.co.kr/product/303975032_7_1735547513_w480.jpg', 'https://media.bunjang.co.kr/product/303975032_8_1735547513_w480.jpg', 'https://media.bunjang.co.kr/product/303975032_9_1735547513_w480.jpg', 'https://media.bunjang.co.kr/product/303975032_10_1735547513_w480.jpg']",,,서울특별시 종로구 혜화동
유모차 스토케,False,2025-07-21 11:43:48.867717,https://m.bunjang.co.kr/products/341062313?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,공덕동,f87544d0-7d70-44aa-b59e-fc8c5394ebc4,스토케 V6 디럭스 유모차,19년에 산 제품으로 저도 당근에서 구매 했어요  처음 쓴 분은 코로나 시기라 새것 같았고 두 번째 쓰신 분은 23년 5월 24년 4월 약 1년간 동네 산책으로 쓰셨다고 하고저는 24년 9월 25년 2월 6개월 정도 썼습니다   아기 태어나고 첫 100일간은 외출하지 않았어요 다만 마포가 그렇듯 비탈길이고    매일 써서 사용감은 있습니다 디당휴새라는 선배맘님들 조언처럼 디럭스는 당근하셔서 세탁업체 맡기시면 좋으니 그렇게 추천드려요 상세사진 필요하시면 따로 찍어서 보내드릴게요 구성품은 아래와 같습니다   맘네스트 방한커버  와우베이비 방풍커버  신생아키트  컵홀더직거래 또는 문고리 거래 만 가능하며  택배는 어렵습니다 직거래 위치는 서울시 마포구이며 상세 주소는 채팅 부탁드립니다 ,사용감 많음,156000.0,"['https://media.bunjang.co.kr/product/341062313_1_1754986069_w480.jpg', 'https://media.bunjang.co.kr/product/341062313_2_1754986069_w480.jpg', 'https://media.bunjang.co.kr/product/341062313_3_1754986069_w480.jpg', 'https://media.bunjang.co.kr/product/341062313_4_1754986069_w480.jpg', 'https://media.bunjang.co.kr/product/341062313_5_1754986069_w480.jpg', 'https://media.bunjang.co.kr/product/341062313_6_1754986069_w480.jpg', 'https://media.bunjang.co.kr/product/341062313_7_1754986069_w480.jpg', 'https://media.bunjang.co.kr/product/341062313_8_1754986069_w480.jpg', 'https://media.bunjang.co.kr/product/341062313_9_1754986069_w480.jpg']",,디럭스,서울특별시 마포구 공덕동
유모차 스토케,False,2025-06-21 11:43:49.019283,https://m.bunjang.co.kr/products/338554792?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,발산제1동,1d08c065-e6c2-42cd-bb59-42b8416ac398,스토케유모차 v6,스토케 유모차 V6 판매합니다아이와 편안한 외출을 도와줄 거예요  튼튼한 프레임과 부드러운 핸들링이 특징이에요  아이 안전을 위한 5점식 안전벨트도 있어요  시트 높이 조절 및 양대면 기능 지원   넉넉한 수납 공간까지 손잡이부분 까진곳 하나도 없고  토하는애기가 아니여서 깨끗합니다  4계절 사용가능한 방풍커버도 있습니다   새상품 당근으로 구매해서 구매시기 모름 저는 작년 11월에 구입함   부피가 있다보니 직거래만 가능,사용감 적음,400000.0,"['https://media.bunjang.co.kr/product/338554792_1_1749535868_w480.jpg', 'https://media.bunjang.co.kr/product/338554792_2_1749535868_w480.jpg', 'https://media.bunjang.co.kr/product/338554792_3_1749535868_w480.jpg', 'https://media.bunjang.co.kr/product/338554792_4_1749535868_w480.jpg']",,,서울특별시 강서구 발산제1동
유모차 스토케,False,2025-07-21 11:43:49.122039,https://m.bunjang.co.kr/products/340015336?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,검암경서동,35e14205-f723-4406-be88-91eab9e81cb5,스토케요요2 x 봉쁘앙 콜라보 휴대용유모차 상태최상 ,새상품사서사용하였구요    상태최최상  실사용횟수 3회정도 밖에 안되요 저희아기가 워낙 유모차를 싫어해서 바로 자전거 트라이크로 갈아타는바람에 전혀사용을 안하게되어 보관중입니다 안전바도 따로사서 구매하였습니다 같이드려요 상태는 최상이지만 완전한 새상품은아니기때문에 예민하신분은 거래어려운점 양해부탁드립니다 박스도그대로 같이드립니다,사용감 없음,560000.0,"['https://media.bunjang.co.kr/product/340015336_1_1751002832_w480.jpg', 'https://media.bunjang.co.kr/product/340015336_2_1751002832_w480.jpg', 'https://media.bunjang.co.kr/product/340015336_3_1751002832_w480.jpg', 'https://media.bunjang.co.kr/product/340015336_4_1751002832_w480.jpg', 'https://media.bunjang.co.kr/product/340015336_5_1751002832_w480.jpg']",yoyo,,인천광역시 서구 검암경서동
유모차 스토케,False,2025-05-22 11:43:49.239845,https://m.bunjang.co.kr/products/331246608?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,미사1동,8725a7f8-229f-496c-b54d-2700d1fd0d44,스토케 유모차,스토케 유모차 입니다 사용 많이 안해서 거의 새거 같아요 둘째계획이 없어 내놓습니다 ,사용감 적음,500000.0,"['https://media.bunjang.co.kr/product/331246608_1_1750079813_w480.jpg', 'https://media.bunjang.co.kr/product/331246608_2_1750079813_w480.jpg', 'https://media.bunjang.co.kr/product/331246608_3_1750079813_w480.jpg', 'https://media.bunjang.co.kr/product/331246608_4_1750079813_w480.jpg', 'https://media.bunjang.co.kr/product/331246608_5_1750079813_w480.jpg', 'https://media.bunjang.co.kr/product/331246608_6_1750079813_w480.jpg', 'https://media.bunjang.co.kr/product/331246608_7_1750079813_w480.jpg', 'https://media.bunjang.co.kr/product/331246608_8_1750079813_w480.jpg', 'https://media.bunjang.co.kr/product/331246608_9_1750079813_w480.jpg']",,,경기도 하남시 미사1동
유모차 스토케,False,2025-06-21 11:43:49.428480,https://m.bunjang.co.kr/products/329745574?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,우산동,04bb5a01-bd55-42b4-8bb9-14c7d3b4a3b8,스토케유모차,애들재울때만 아파트 단지안에서만사용해서 깨끗합니다택배거래는 될지 잘몰라서배송비 별도로 올립니다,사용감 적음,430000.0,"['https://media.bunjang.co.kr/product/329745574_1_1755404181_w480.jpg', 'https://media.bunjang.co.kr/product/329745574_2_1755404181_w480.jpg', 'https://media.bunjang.co.kr/product/329745574_3_1755404181_w480.jpg', 'https://media.bunjang.co.kr/product/329745574_4_1755404181_w480.jpg', 'https://media.bunjang.co.kr/product/329745574_5_1755404181_w480.jpg', 'https://media.bunjang.co.kr/product/329745574_6_1755404181_w480.jpg']",,,광주광역시 광산구 우산동
유모차 스토케,False,2025-06-21 11:43:49.664096,https://m.bunjang.co.kr/products/331154014?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,태평2동,24207f9c-a345-40ca-8377-2c53a1339a6c,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  방풍커버   엄마용 손가방 무료증정  수도권 전철역 전지역 및 대전권 무료배달됩니다  환불불가 ,사용감 없음,80000.0,"['https://media.bunjang.co.kr/product/331154014_1_1746060882_w480.jpg', 'https://media.bunjang.co.kr/product/331154014_2_1746060882_w480.jpg', 'https://media.bunjang.co.kr/product/331154014_3_1746060882_w480.jpg', 'https://media.bunjang.co.kr/product/331154014_4_1746060882_w480.jpg', 'https://media.bunjang.co.kr/product/331154014_5_1746060882_w480.jpg', 'https://media.bunjang.co.kr/product/331154014_6_1746060882_w480.jpg', 'https://media.bunjang.co.kr/product/331154014_7_1746060882_w480.jpg', 'https://media.bunjang.co.kr/product/331154014_8_1746060882_w480.jpg', 'https://media.bunjang.co.kr/product/331154014_9_1746060882_w480.jpg', 'https://media.bunjang.co.kr/product/331154014_10_1746060882_w480.jpg']",,디럭스,대전광역시 중구 태평2동
유모차 스토케,False,2025-04-22 11:43:49.803736,https://m.bunjang.co.kr/products/327171236?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,초장동,2405c437-c144-47a1-b6a0-b2cd1e74692f,스토케 익스플로리엑스 디럭스 유모차,유모차 20만원상당 백팩 모기장 바람박이 컵홀더유모차보관커버사서 보관했어요커버도 드릴게요현재도 갤러리아매장에 전시되어 팔고 있는 제품입니다 얼마사용 못했습니다 손잡이 가죽보시면 흡집하나 없이상태좋아요 보시고 구매가능합니다 ,사용감 적음,630000.0,"['https://media.bunjang.co.kr/product/327171236_1_1744088011_w480.jpg', 'https://media.bunjang.co.kr/product/327171236_2_1744088011_w480.jpg', 'https://media.bunjang.co.kr/product/327171236_3_1744088011_w480.jpg', 'https://media.bunjang.co.kr/product/327171236_4_1744088011_w480.jpg', 'https://media.bunjang.co.kr/product/327171236_5_1744088011_w480.jpg', 'https://media.bunjang.co.kr/product/327171236_6_1744088011_w480.jpg', 'https://media.bunjang.co.kr/product/327171236_7_1744088011_w480.jpg']",explori,디럭스,경상남도 진주시 초장동
유모차 스토케,False,2025-08-16 11:43:49.913502,https://m.bunjang.co.kr/products/325515120?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,태평2동,2d808ba3-647d-4e8a-af6f-ec905b58a88c,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케 풀옵션,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케 풀옵션  정품 겨울용 모피 방한커버   털장갑   방수커버   아기용품 보관용 가방등 포함  수도권 전철역 전지역 및 대전권 무료배달됩니다  환불불가 ,사용감 없음,80000.0,"['https://media.bunjang.co.kr/product/325515120_1_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_2_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_3_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_4_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_5_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_6_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_7_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_8_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_9_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_10_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_11_1743291671_w480.jpg', 'https://media.bunjang.co.kr/product/325515120_12_1743291671_w480.jpg']",,디럭스,대전광역시 중구 태평2동
